go.bdzone24.store	108.178.23.116	-
go.click-2-offer.com	108.178.23.116	-
freetry.i69mb.com	108.178.23.116	-
go.boosthq2.online	108.178.23.116	-
dreamoffers.harshaditya.com	NODNS	-
click.fallbacksmart1.life	104.219.250.37	-
ftc.thinkingguru.com	108.178.23.116	-
go.pulsetrck.link	NODNS	-
free.mobile-run.com	NODNS	-
go.rew76.com	108.178.23.116	-
grace.congeniallinkway.life	108.178.23.116	-
go.your-premium-gift.online	108.178.23.116	-
gullsident.refrome.cfd	NODNS	-
h1.fkeiv.click	108.178.23.116	-
gullsidet.refrome.cfd	NODNS	-
hgv.mktginland31.site	NODNS	-
ggs.athleticprotee.com	NODNS	-
guru.leadseagle.shop	108.178.23.116	-
go.redio-mant.shop	NODNS	-
halilibul.site	108.178.23.116	-
happy.613873.xyz	108.178.23.116	-
in.backup-intra85mo.xyz	NODNS	-
click.wslvowaws.top	104.219.250.37	-
incoming.akademyloaded.online	108.178.23.116	-
good.shoujisail.com	NODNS	-
getyourchances.sweepstakeslands.com	NODNS	-
go.trknest.com	108.178.23.116	-
io.offersmate.xyz	NODNS	-
ixo.andom11.cyou	NODNS	-
its.num-1.site	NODNS	-
ghs.banusgolf.com	NODNS	-
jump.prodigypixels.quest	NODNS	-
jenny.cosmicriverpath.pics	108.178.23.116	-
affiliate.affmaketelling.pro	NODNS	-
kaverod.kaverod.shop	108.178.23.116	-
kivorax.kivorax.shop	108.178.23.116	-
just.zupertrakk.com	108.178.23.116	-
k.uahksmjaisuw.site	NODNS	-
ktm.klyvix.link	NODNS	-
go.searchpage.net	NODNS	-
landingly.store	NODNS	-
go.wflirt.com	192.250.228.189	-
aff.lifeleads13515.xyz	NODNS	-
here.giantmournerpreface.com	108.178.23.116	-
leads1.bountyads.store	NODNS	-
land.ocean-desert.store	NODNS	-
link.mytopcontent.site	NODNS	-
leadss.mediabounty.store	NODNS	-
lim44.fluxora.lol	108.178.23.116	-
live.new-2023.site	NODNS	-
live.mal-2026.store	108.178.23.116	-
gift.ts551.com	108.178.23.116	-
lord.lordbasla.icu	NODNS	-
love.foswfhwsdfwf.xyz	NODNS	-
love.erfowefuawsde.xyz	NODNS	-
m1.trxmozr127.xyz	NODNS	-
mabroook.antelrabe7.xyz	NODNS	-
free.likeslottery.org	NODNS	-
master.montizer.tech	NODNS	-
m.cloudmetricapi.shop	108.178.23.116	-
love.bestaffoffer.com	NODNS	-
m1.full-prizes.com	NODNS	-
merkulashop.merkulashop.shop	108.178.23.116	-
lux.pulsarcricket.com	NODNS	-
merca.terravemelha.bond	NODNS	-
m.fansaty.online	108.178.23.116	-
microsoft.com-if.club	NODNS	-
load.nude-locals.com	NODNS	-
mkt.zifty.link	NODNS	-
mktag.kivarna.link	NODNS	-
many.newgiftupdates.com	NODNS	-
lp.sprint-spark.com	NODNS	-
m.lucky4you.xyz	NODNS	-
m.myhot10.online	108.178.23.116	-
mobbin.online	NODNS	-
free.applea.cn	NODNS	-
mo.bestmoney.online	13.248.169.48	-
gall.digihone.com	108.178.23.116	-
mo.dailycrest.xyz	108.178.23.116	-
master.cloud-offers.com	108.178.23.116	-
mon3.tujianshe.website	108.178.23.116	-
money.bankprofits.xyz	NODNS	-
mon.comphp.xyz	NODNS	-
lux.legendarystumps.com	NODNS	-
mn.zk260527ah.cfd	108.178.23.116	-
mon.cashmelink.click	13.248.169.48	-
lv1b.accessflows.cc	NODNS	-
go.qiuqiu12223.top	108.178.23.116	-
imu.unilorinalumni.org	2.59.170.20	-
mont.hotlifestylenews.info	NODNS	-
mpm.sevenaosabre.makeup	NODNS	-
mrx8valoti.mrx8valoti.cfd	NODNS	-
m.18vc.ccwu.cc	108.178.23.116	-
kc.toskys.cn	108.178.23.116	-
m.feedpost.net	NODNS	-
my.topmobileoffers.store	NODNS	-
mtz.impacthub.ph	108.178.23.116	-
n.bestgameace.xyz	NODNS	-
net.beatmobi.com	108.178.23.116	-
new.bonusappscenter.online	108.178.23.116	-
mon.pronaichat.com	108.178.23.116	-
fp.profree.info	NODNS	-
my.usafinds.site	108.178.23.116	-
landing.trckapp.xyz	2.59.170.20	-
new.s4nd3r.ga	NODNS	-
m.surcool.com	NODNS	-
go.gft23.com	78.157.209.171	-
news-disband-dissunder-goddammed.xyz	NODNS	-
news-splenium-disharmonized-amorphinism.xyz	NODNS	-
nl.adaddict.info	NODNS	-
ngabul.halilibul.site	108.178.23.116	-
nnn.mzoffermzgpt.cfd	NODNS	-
n.makedeal.fun	NODNS	-
mr4.sswtrack.com	NODNS	-
node.apex-cdn.xyz	108.178.23.116	-
mon.mediaflowtrack.com	108.178.23.116	-
id.makemoremid.cfd	NODNS	-
mm.dreems-gift.com	NODNS	-
m.conm-mobile-cleaner.net	172.239.193.161	-
nt.winerii.xyz	NODNS	-
off2.gitmobph.xyz	NODNS	-
new.f0c4.gq	NODNS	-
offer.m5555.shop	108.178.23.116	-
notifications.todayspushdeal.com	NODNS	-
mon2.tujianshe.com	108.178.23.116	-
offer.ooilim.xyz	NODNS	-
offer.sssssssssss2.online	108.178.23.116	-
offer.sssssssssss5.online	108.178.23.116	-
off.gifegy2021.xyz	NODNS	-
mobile.socialnewshub.club	103.224.182.217	-
off.giftsnowegy2021.xyz	NODNS	-
off.neffws.xyz	NODNS	-
m.rhhe.top	108.178.23.116	-
ok.ucanwin.site	108.178.23.116	-
offer.annahub.cc	108.178.23.116	-
offer.absurdvote.com	108.178.23.116	-
mmm.mzoffersmm.cfd	104.219.250.37	-
offer.mas122.com	108.178.23.116	-
offersnew.fun	185.124.137.153	-
go.mobtop.cfd	NODNS	-
one.bestofferss.site	NODNS	-
noty.mudiji.com	108.178.23.116	-
oo.god-new.com	13.248.213.45	-
now.redirectingu.com	108.178.23.116	-
oppp112.fsafasmesdt.online	NODNS	-
out58.trck17-back-server.co	NODNS	-
offer.khwatersareeajedn.tk	NODNS	-
othma.shoppyone.shop	NODNS	-
out.quantumriverforge.bond	108.178.23.116	-
pay.earnvips.xyz	108.178.23.116	-
pcs.triplextoons.xyz	NODNS	-
praxemio.praxemio.shop	108.178.23.116	-
now.helpgaza.net	NODNS	-
one.nextahookah.com	108.178.23.116	-
pr.ehealthinsurance.com.ng	108.178.23.116	-
paxenro.paxenro.shop	108.178.23.116	-
psh.avatarguide.xyz	76.223.54.146	-
pubs1.puls1o.xyz	108.178.23.116	-
pt.trackfllighttour.com	108.178.23.116	-
puper.abrelatas.hair	NODNS	-
qarivon.qarivon.shop	108.178.23.116	-
on.mboknow.com	NODNS	-
push.fansforrewards.club	108.178.23.116	-
off.smart302.com	108.178.23.116	-
open.digitaltechware.com	108.178.23.116	-
quam.brightpulse.space	NODNS	-
prosw-1785.web-kklz.com	NODNS	-
prov3.verifyox.com	NODNS	-
aff.maher2.shop	NODNS	-
m.updatingnow.top	108.178.23.116	-
mob16.authenticaonline.com	7.7.7.7	-
pu.makemorema.cfd	NODNS	-
playzix.com	108.178.23.116	-
m.otterboxlife.com	103.224.212.211	-
push.m-android.com	NODNS	-
perfect.zenveo.shop	NODNS	-
redirect.sales3.club	NODNS	-
rest.qualquerloda.wiki	NODNS	-
receive.globalpromos.online	108.178.23.116	-
rules.consumervoucher.xyz	NODNS	-
partner.mediartb.com	NODNS	-
rre.mrasntv.site	NODNS	-
prefect.goodprizeday.com	NODNS	-
s11.lisabob.mom	NODNS	-
s3.lisabob.mom	NODNS	-
re.enhancedmarketing.shop	NODNS	-
rotator.leadseagle.shop	108.178.23.116	-
premier.gi-fts.com	NODNS	-
s1.samiuais.click	NODNS	-
s4.kipmikes.lat	NODNS	-
m1.mtz.safe-browsing.digital	NODNS	-
rjs.kfje.top	108.178.23.116	-
prov2.verifyox.com	NODNS	-
secure.apex-cdn.xyz	108.178.23.116	-
secure.veloxworks.com	108.178.23.116	-
set.aterthyptici.xyz	NODNS	-
prosw-1787.web-kklz.com	NODNS	-
r.wonderstechnologies.com	NODNS	-
serv.thefastest.asia	108.178.23.116	-
sew1.adsgoods.buzz	NODNS	-
settled.emeraldvoyager.quest	NODNS	-
silkarcadegood.xyz	NODNS	-
site.xn--jgbgaajrb0c2bv0g8acbgbbhfg.online	NODNS	-
smart.4kiptvcompany.store	NODNS	-
smart.secureconnection.pro	NODNS	-
sml.benefitsonlytodaygvr7.buzz	NODNS	-
sml.gototheredgamemoon.click	NODNS	-
sml.vfwefwesgw.click	NODNS	-
sml.thisgoodmoon.click	NODNS	-
sml.fw984nfsodf.click	NODNS	-
s.offerspubhub.online	108.178.23.116	-
somenth.bilitere.shop	NODNS	-
sss.bestoffers.monster	NODNS	-
space.alphaleadsmedia.xyz	NODNS	-
redeem.getoffer2.com	NODNS	-
story.leadseagle.shop	108.178.23.116	-
sub.flashsweep.me	NODNS	-
subr.magicgame.icu	NODNS	-
redir.lucky-members.com	108.178.23.116	-
sub.hlou.store	NODNS	-
syntrad.syntrad.shop	108.178.23.116	-
sweet.simmeredmilkyfuits.lol	NODNS	-
t1.avslinks.site	NODNS	-
taco.viblix.link	NODNS	-
take.grabtake.xyz	NODNS	-
s.zezo.fun	108.178.23.116	-
tamborine.midnightpulse.space	NODNS	-
tap.bingtome.cloud	NODNS	-
tavindal.tavindal.shop	108.178.23.116	-
send.mygameology.com	108.178.23.116	-
tiktok.com-apps.ubirix.com	NODNS	-
top.consumervoucher.xyz	NODNS	-
ssttee.offers-4u.com	108.178.23.116	-
tor9qavemi.tor9qavemi.cfd	NODNS	-
tr63.blueharbornest.space	108.178.23.116	-
slink.winbigtoday.top	NODNS	-
track.beautifulmelonz111.lol	108.178.23.116	-
tr67.cleverstonegroup.space	108.178.23.116	-
tks.mnup.top	108.178.23.116	-
prop.digihone.com	108.178.23.116	-
track.pyronex.app	108.178.23.116	-
track.ursulouforwin.lol	108.178.23.116	-
traffic.ngrbjwj.xyz	NODNS	-
traffic.onlyfriends.online	108.178.23.116	-
s2.feelcool.us.kg	NODNS	-
trck.mntzr.co	NODNS	-
tel.toproulettejackpot.com	NODNS	-
trck.superfreetrck.xyz	NODNS	-
tl.fbb9.com	NODNS	-
trk.mtzed.com	NODNS	-
tth.smartingtip.digital	NODNS	-
umaww.site	NODNS	-
totaa.tamar555h.com	NODNS	-
update-nonidolatrousness-indaconitine-nonsurvivor.xyz	NODNS	-
sub1.iptv.tienda	NODNS	-
understowns.cosiah.cfd	NODNS	-
user.spesicialforuser.store	NODNS	-
tr.eveninginfrance.com	NODNS	-
uuw.tricktopyou.site	NODNS	-
trk.ads-srv.net	108.178.23.116	-
try.pptube.top	108.178.23.116	-
sa.sallaspace.com	2.59.170.20	-
get.gooddealz.one	NODNS	-
v3.verifytotal.com	108.178.23.116	-
v2.verifyhey.com	108.178.23.116	-
today.luckygiftsite.com	NODNS	-
v8.zyhia.xyz	108.178.23.116	-
on.downloadgame.shop	NODNS	-
vww.validsupteam.wiki	NODNS	-
ver.runbig.xyz	NODNS	-
v3.verifyho.com	108.178.23.116	-
waddle.midnightpulse.cfd	NODNS	-
v3.verifyom.com	108.178.23.116	-
svante.zest4connection.life	104.219.250.37	-
try.ttttrack.com	NODNS	-
wanteen.hateven.shop	NODNS	-
v6.takeverify.com	NODNS	-
tl.artbrage.sbs	108.178.23.116	-
werniqax.werniqax.shop	108.178.23.116	-
go.streetdomain.shop	NODNS	-
wilonin.uaewinneers.club	NODNS	-
white.neweventsshop.link	NODNS	-
v2.verifykay.com	108.178.23.116	-
win.efhamteflak.site	NODNS	-
win.jb3.xyz	NODNS	-
prizesnew.monetrafficclean.shop	NODNS	-
try.ashershops.com	NODNS	-
work.publicjobs.site	NODNS	-
wp.lianmengpingtaiyuming01.xyz	108.178.23.116	-
webs.keyverticals.com	108.178.23.116	-
verify.ironempiremotorcycle.com	108.178.23.116	-
tungtungsahuu.online	195.201.128.179	-
wvw.buildontoptok.help	NODNS	-
semia.shop	NODNS	-
ww2.news-disband-dissunder-goddammed.xyz	NODNS	-
ww2.news-splenium-disharmonized-amorphinism.xyz	NODNS	-
ww2.update-nonidolatrousness-indaconitine-nonsurvivor.xyz	NODNS	-
verify.211pr.com	108.178.23.116	-
win.love2stayathome.com	NODNS	-
wvw.tracmailfun.work	NODNS	-
ww.baidu-cdn.xyz	NODNS	-
wwm.againother.lol	NODNS	-
v3.verifynio.com	108.178.23.116	-
wwv.magictoothled.wiki	NODNS	-
wwv.balderseting.wiki	108.178.23.116	-
wwv.peninthebucket.help	108.178.23.116	-
ww.sfaswfsfb.xyz	108.178.23.116	-
wwv.90discounts.site	NODNS	-
wwv.pusclegloryhub.store	NODNS	-
wwv.rotatinangle.wiki	NODNS	-
w4.bouncysystem.com	NODNS	-
wwv.shiptrickon.wiki	NODNS	-
visit.gobestcontent.com	108.178.23.116	-
wwv.smartforall.work	NODNS	-
wwv.ubertpage.wiki	NODNS	-
wwv.whencominghome.help	NODNS	-
www.kivorax.kivorax.shop	108.178.23.116	-
wwv.shimarktruck.guru	NODNS	-
wwv.shimarktruck.fit	NODNS	-
www.kivorax.shop	108.178.23.116	-
wwv.ultrasindmars.work	NODNS	-
www.merkulashop.shop	108.178.23.116	-
www.merkulashop.merkulashop.shop	108.178.23.116	-
www.qarivon.shop	108.178.23.116	-
www.qarivon.qarivon.shop	108.178.23.116	-
wu.chinoa.top	NODNS	-
www.syntrad.shop	108.178.23.116	-
win.hg4.xyz	156.239.69.39	-
www.v8.zyhia.xyz	108.178.23.116	-
www.yolivashop.shop	108.178.23.116	-
www.yor8qemila.yor8qemila.cfd	NODNS	-
www.zemorix.zemorix.shop	108.178.23.116	-
www.zoltena.shop	108.178.23.116	-
trk.shoppex.ru	185.105.226.109	-
xavroniq.xavroniq.shop	NODNS	-
xelmoruq.xelmoruq.shop	108.178.23.116	-
www.tavindal.tavindal.shop	108.178.23.116	-
x1.anotheroffer.my.id	108.178.23.116	-
xorvameq.xorvameq.shop	108.178.23.116	-
yolivashop.yolivashop.shop	108.178.23.116	-
youcan.getiffree.online	NODNS	-
yoda2.umaww.site	NODNS	-
yor8qemila.yor8qemila.cfd	NODNS	-
zoltena.zoltena.shop	108.178.23.116	-
rdr234.mooo.com	108.178.23.116	-
wp.shengxiadeguosi.store	2.59.170.20	-
win.mbc2032.xyz	2.59.170.20	-
wonder.worldonlinegamez.com	103.224.182.216	-
yp04.woyaomaiaodi.com	NODNS	-
track.bestoffre.shop	NODNS	-
the.magicworlds.site	185.104.45.112	-
zq.bcdem.top	NODNS	-
offer.hugepromos.shop	NODNS	-
yeah.remarkettme.shop	2.59.170.20	-
yes.albagnanai.it	108.178.23.116	-
track.openstd.xyz	2.59.170.20	-
aff.maxads2025.shop	NODNS	-
aff.sunonlyyou.shop	NODNS	-
www.qiuqiu12223.top	108.178.23.116	-
link.randowins.shop	NODNS	-
site.ofrioluan.com	NODNS	-
mmo.giftss02.shop	NODNS	-
cznog.randomjumble.shop	NODNS	-
my.amoffer.shop	NODNS	-
win.ketofitpro.xyz	135.181.41.169	-
x2.strym.info	NODNS	-
r5.redread.shop	NODNS	-
your.prize2win.online	NODNS	;; communications error to 8.8.8.8#53: timed out
zemorix.zemorix.shop	108.178.23.116	;; communications error to 8.8.8.8#53: timed out
your.onlyclubperk.club	108.178.23.116	;; communications error to 8.8.8.8#53: timed out
ww3.ingelheim.tech	31.214.178.54	;; communications error to 8.8.8.8#53: timed out
ww3.niederolmer.online	108.178.23.116	;; communications error to 8.8.8.8#53: timed out
